Class Name;DefaultDisplayName;DefaultCategory;Behaviors;DisplayOrder;IconBlockOffset;IconViewOffset;DefaultIconViewScale;FirstPersonScale;FirstPersonOffset;FirstPersonRotation;InHandScale;InHandOffset;InHandRotation;CraftingId;DefaultCreativeData;IsCollidable;IsPlaceable;IsDiggingTransparent;IsPlacementTransparent;IsInteractive;IsEditable;IsGatherable;HasCollisionBehavior;KillsWhenStuck;IsFluidBlocker;IsTransparent;ShadowStrength;LightAttenuation;EmittedLightAmount;ObjectShadowStrength;DefaultDropContent;DefaultDropCount;RequiredToolLevel;MaxStacking;MaxInHandStacking;SleepSuitability;FrictionFactor;Density;NoAutoJump;NoSmoothRise;FuelHeatLevel;FuelFireDuration;SoundMaterialName;DiggingSoundsFolder;DiggingSoundsVolume;DestructionSoundsVolume;ShovelPower;QuarryPower;HackPower;DefaultMeleePower;DefaultMeleeHitProbability;DefaultProjectilePower;ToolLevel;Durability;IsAimable;IsStickable;AlignToVelocity;ProjectileSpeed;ProjectileDamping;ProjectileTipOffset;DisintegratesOnHit;ProjectileStickProbability;FireDuration;ExplosionResilience;DefaultExplosionPressure;IsExplosionTransparent;DigMethod;DigResilience;ProjectileResilience;DefaultNutritionalValue;FoodType;DefaultTextureSlot;DestructionDebrisScale;DefaultDescription
StoneSlabBlock;石半砖;建筑;;79;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;stoneslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;0;0;1;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;2;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;40;;FALSE;Quarry;10;1;0;;1;1;半砖的高度是普通方块的一半，可以由多种材料制成。半砖可以用来搭建长楼梯——每前进一格距离升高半格，还可以更节约地铺地，或贴附在天花板上。
CobblestoneSlabBlock;鹅卵石半砖;建筑;;80;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;cobblestoneslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;0;0;1;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;2;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;40;;FALSE;Quarry;10;1;0;;16;1;半砖的高度是普通方块的一半，可以由多种材料制成。半砖可以用来搭建长楼梯——每前进一格距离升高半格，还可以更节约地铺地，或贴附在天花板上。
StoneBrickSlabBlock;石砖半砖;建筑;;81;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;stonebrickslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;0;0;1;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;2;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;40;;FALSE;Quarry;12;1;0;;54;1;半砖的高度是普通方块的一半，可以由多种材料制成。半砖可以用来搭建长楼梯——每前进一格距离升高半格，还可以更节约地铺地，或贴附在天花板上。
BrickSlabBlock;红砖半砖;建筑;;82;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;brickslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;0;0;1;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;2;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;40;;FALSE;Quarry;10;1;0;;70;1;半砖的高度是普通方块的一半，可以由多种材料制成。半砖可以用来搭建长楼梯——每前进一格距离升高半格，还可以更节约地铺地，或贴附在天花板上。
SandstoneSlabBlock;沙岩半砖;建筑;;83;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;sandstoneslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;0;0;1;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;2;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;30;;FALSE;Quarry;8;1;0;;176;1;半砖的高度是普通方块的一半，可以由多种材料制成。半砖可以用来搭建长楼梯——每前进一格距离升高半格，还可以更节约地铺地，或贴附在天花板上。
MarbleSlabBlock;大理石半砖;建筑;;84;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;marbleslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;0;0;1;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;2;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;5;;FALSE;Quarry;6;0.75;0;;7;1;半砖的高度是普通方块的一半，可以由多种材料制成。半砖可以用来搭建长楼梯——每前进一格距离升高半格，还可以更节约地铺地，或贴附在天花板上。
BasaltSlabBlock;玄武岩半砖;建筑;;85;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;basaltslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;0;0;1;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;2;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;40;;FALSE;Quarry;14;1;0;;6;1;半砖的高度是普通方块的一半，可以由多种材料制成。半砖可以用来搭建长楼梯——每前进一格距离升高半格，还可以更节约地铺地，或贴附在天花板上。
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BrickBlock;红砖;物品;ThrowableBlockBehavior;87;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;-0.02,0,0;0, 90, 90;brick;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;0;;1;0;40;40;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;2;0.66;2;1;-1;TRUE;FALSE;FALSE;10;0.8;0.1;FALSE;0;0;;;;;;1;0;;195;1;红砖可以通过烧制粘土方块得到，是用途最广的建筑材料，因为砖头砌成的物件可以在不需要的时候重新拆解为砖块。
SnowballBlock;雪球;物品;ThrowableBlockBehavior;88;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 0;snowball;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;0;;1;0;40;40;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;0.1;1;-1;TRUE;FALSE;FALSE;15;0.8;0.1;TRUE;0;0;;;;;;1;0;;66;1;通过把雪在手中握紧可以制得雪球。雪球又软又轻，投掷时不会破坏周围地形，也不会对被扔中的人造成任何伤害。用来打雪仗最好不过了。但是小心别击中某些危险动物，它们通常不会认为这是善意的行为。
WoodenDoorBlock;木门;物品;;89;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;woodendoor;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;1;0;0;#;1;0;40;40;0;1;0.5;FALSE;FALSE;1;5;Wood;Audio\Impacts\Wood;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;12;3;;FALSE;Hack;5;1;0;;4;1;门可以作为建筑物的出入口。点击门可以开门或者关门。连接到导线时，门会在电信号的上升沿打开或者关闭。铁门连接到电路后不能手动开启或关闭。
IronDoorBlock;铁门;物品;;90;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;irondoor;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;1;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;60;;FALSE;Quarry;10;1;0;;82;1;门可以作为建筑物的出入口。点击门可以开门或者关门。连接到导线时，门会在电信号的上升沿打开或者关闭。铁门连接到电路后不能手动开启或关闭。
CellDoorBlock;牢门;物品;;91;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;celldoor;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;1;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;30;;FALSE;Quarry;8;1;0;;80;1;门可以作为建筑物的出入口。点击门可以开门或者关门。连接到导线时，门会在电信号的上升沿打开或者关闭。铁门连接到电路后不能手动开启或关闭。
WoodenTrapdoorBlock;木活板门;物品;;92;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;90, 0, 0;woodentrapdoor;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;1;0;0;#;1;0;40;40;0;1;0.5;TRUE;FALSE;1;5;Wood;Audio\Impacts\Wood;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;12;2;;FALSE;Hack;5;1;0;;115;1;活板门可以作为建筑物的垂直出入口。点击活板门可以开启或者关闭。连接到导线时，活板门会在电信号的上升沿开启或者关闭。铁活板门连接到电路后不可以手动开启或者关闭。活板门可以上下颠倒放置，放置方式取决于连接到方块的位置。上下颠倒的活板门可以挡住下落的物体。
CellTrapdoorBlock;铁活板门;物品;;93;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;90, 0, 0;celltrapdoor;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;1;0;0;#;1;0;40;40;0;1;3;TRUE;FALSE;1;5;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;10;;TRUE;Quarry;8;1;0;;114;1;活板门可以作为建筑物的垂直出入口。点击活板门可以开启或者关闭。连接到导线时，活板门会在电信号的上升沿开启或者关闭。铁活板门连接到电路后不可以手动开启或者关闭。活板门可以上下颠倒放置，放置方式取决于连接到方块的位置。上下颠倒的活板门可以挡住下落的物体。
WoodenLadderBlock;木梯;物品;;94;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;woodenladder;0;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;0;#;1;0;40;40;0;1;0.5;FALSE;FALSE;1;5;Wood;Audio\Impacts\Wood;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;12;2;;TRUE;Hack;4;1;0;;47;1;梯子是用木棒或者铁棍做的。梯子可以使你轻松地翻越高墙。最安全的爬梯子的方式是面对着梯子。这就是说，你从梯子上向下爬的时候向后走接近梯子。
IronLadderBlock;铁梯;物品;;95;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;ironladder;0;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;30;;TRUE;Quarry;8;1;0;;63;1;梯子是用木棒或者铁棍做的。梯子可以使你轻松地翻越高墙。最安全的爬梯子的方式是面对着梯子。这就是说，你从梯子上向下爬的时候向后走接近梯子。
WickerLampBlock;木条灯;物品;;96;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;wickerlamp;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;1;15;0;#;1;0;40;40;0;1;0.5;FALSE;FALSE;1;5;Wood;Audio\Impacts\Wood;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;12;2;;FALSE;Hack;4;0.75;0;;212;1;木条灯是火炬放置在木头做的灯罩里。它可以发出比火炬稍微亮一些的光，而且是一个漂亮的装饰品。
TorchBlock;火把;物品;;97;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;torch;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;1;14;0;#;1;0;40;40;0;1;0.5;FALSE;FALSE;0;0;Wood;Audio\Impacts\Wood;;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;0;0;;215;1;火把是一块可燃的煤块固定在一根木棒上。插在墙上或者地板上的时候会发光。它是照亮室内或者地下长廊最简单廉价的方式。
StickBlock;木棍;物品;;98;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;stick;0;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;1;0;40;40;0;1;0.5;FALSE;FALSE;1;5;;;;;1;1;1;1.5;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;;;;;;1;0;;211;1;木棍的制作方式是把木块砍成一条一条的。木棍是用途广泛的工程材料，运用于多种物件中，例如火炬、梯子以及栅栏。没有其他武器时可以充当武器，但是攻击力十分低。
IronIngotBlock;铁锭;物品;;99;0,0,0;1, 1, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.2,0;60, 0, 0;ironingot;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;0;;1;0;40;40;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;2;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;1;0;;196;1;纯铁制成的铁锭。可以用来合成耐用坚固的铁制工具。只有钻石镶边的工具能超过铁制工具。将很多铁锭结合在一起可以合成铁方块。
CopperIngotBlock;铜锭;物品;;100;0,0,0;1, 1, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.2,0;60, 0, 0;copperingot;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;0;;1;0;40;40;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;2;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;1;0;;197;1;纯铜集成的铜锭。可以用来合成铜质工具，比如桶、导线以及其他电子设备。将很多铜锭结合在一起可以合成铜方块。
RodBlock;铁棍;物品;;101;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;rod;0;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;1;0;40;40;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;2;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;;;;;;1;0;;227;1;将铁锭塑形后就形成了铁棍。用于制作栅栏、门之类的物件。
CraftingTableBlock;工作台;物品;;102;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.1,-0.26;0, 45, 0;craftingtable;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;12;0;0;1;#;1;0;1;1;0.5;1;0.5;FALSE;FALSE;1;5;Wood;Audio\Impacts\Wood;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;20;5;;FALSE;Hack;5;1;0;;4;1;工作台是用木头做的工作用家具。这是一个很重要的物品，因为你可以用它合成那些需要大于 2x2 合成槽才能合成的物品。所有的可合成的物品都可以用它合成，只要你有原料的话。
FurnaceBlock;熔炉;物品;;103;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;furnace;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;1;#;1;0;1;1;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;10;;FALSE;Quarry;8;1;0;;16;1;熔炉是用防火的石头合成的，使用燃料燃烧发出的热量来保持极高的温度。这是一个很重要的物品，可以用于熔炼、烹饪等一切需要加热的过程。最好的燃料是煤，但是木头，甚至是树叶也可以作为燃料，如果你身边没有煤的话。熔炉工作时你可以离开。熔炉工作时还会发出少量的光。
LitFurnaceBlock;熔炉;物品;;104;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;furnace;-1;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;1;13;1;#FurnaceBlock;1;0;1;1;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;10;;FALSE;Quarry;8;1;0;;16;1;
ChestBlock;箱子;物品;;105;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;chest;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;0;1;1;0.5;1;0.5;FALSE;FALSE;1;5;Wood;Audio\Impacts\Wood;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;20;5;;FALSE;Hack;5;1;0;;4;1;木头制成的箱子是储存你不想携带的多余物品的好地方。可以容纳最多 16 格的物体。
DispenserBlock;发射器;物品;;106;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;dispenser;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;1;#;1;0;1;1;0.5;1;0.5;FALSE;FALSE;1;5;Wood;Audio\Impacts\Wood;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;20;5;;FALSE;Hack;5;1;0;;4;1;发射器像箱子一样存储物品，但是发射器在电信号的上升沿可以通过一个洞把物体发射出去。它既可以抛出物体又可以投掷物体，取决于你的设定。
ChristmasTreeBlock;圣诞树;物品;;107;0,0,0;1, 0.5, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.6;0,0.12,0;0, 0, 0;christmastree;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;2;12;0;#SpruceLeavesBlock;3;0;40;40;0;1;0.5;TRUE;TRUE;1;5;Plant;Audio\Impacts\Plant;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;12;2;;TRUE;Hack;3;0.5;0;;132;1;A must have for Christmas! A Christmas Tree is made from spruce leaves.
SpikedPlankBlock;地刺;物品;;108;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.12,0;90, 0, 0;spikedplank;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;4;1;0;0;#;1;0;40;40;0;1;0.5;TRUE;FALSE;1;5;Wood;Audio\Impacts\Wood;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;12;3;;TRUE;Hack;3;1;0;;4;1;Wooden spikes penetrate flesh. The spiked planks can be placed on the floor, on the walls and on the ceiling. Touching them will cause injury. Trap pits are often lined with them. Spikes can be electrically controlled and will extend/retract on a rising edge of an electric signal.
GrassTrapBlock;草陷阱;物品;;109;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.12,0;90, 0, 0;grasstrap;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;8;0;0;1;;1;3;40;40;0.5;1;0.5;TRUE;TRUE;0;0;Plant;Audio\Impacts\Plant;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;6;0;;TRUE;Hack;2;0.25;0;;22;1;Grass trap is a deception device that resembles grass but collapses when something heavy stands on it. It's used for concealing traps so that an animal, unwary of the trap will walk on it and fall into the pit. It can only be crafted from oak leaves, no other leaves will work.
WoodenFenceBlock;木栅栏;物品;FenceBlockBehavior;110;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;woodenfence;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;4;1;0;0;#;1;0;40;40;0;1;0.5;TRUE;TRUE;1;5;Wood;Audio\Impacts\Wood;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;15;3;;TRUE;Hack;4;1;0;;4;1;Fences are used to enclose areas and prevent animals from going outside and predators from coming inside. Fence posts can be used as pillars or furniture elements.
WoodenFenceGateBlock;木栅栏门;物品;FenceGateBlockBehavior;111;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;woodenfencegate;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;1;0;0;#;1;0;40;40;0;1;0.5;TRUE;TRUE;1;5;Wood;Audio\Impacts\Wood;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;15;3;;TRUE;Hack;5;1;0;;4;1;Gates are used to make entrances to fenced areas. They can be opened and closed by clicking on them. When connected to a copper wire, gates will open or close on the rising edge of electric signal. Animals can't jump a fence gate.
IronFenceBlock;铁栅栏;物品;FenceBlockBehavior;112;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;ironfence;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;4;1;0;0;#;1;0;40;40;0;1;3;TRUE;TRUE;1;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;20;;TRUE;Quarry;8;1;0;;58;1;Fences are used to enclose areas and prevent animals from going outside and predators from coming inside. Fence posts can be used as pillars or furniture elements.
IronFenceGateBlock;铁栅栏门;物品;FenceGateBlockBehavior;113;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;ironfencegate;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;1;0;0;#;1;0;40;40;0;1;3;TRUE;TRUE;1;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;20;;TRUE;Quarry;8;1;0;;58;1;Gates are used to make entrances to fenced areas. They can be opened and closed by clicking on them. When connected to a copper wire, gates will open or close on the rising edge of electric signal. Animals can't jump a fence gate.
StoneFenceBlock;石栅栏;物品;FenceBlockBehavior;114;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;stonefence;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;4;1;0;0;#;1;0;40;40;0;1;3;TRUE;TRUE;1;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;10;;TRUE;Quarry;8;1;0;;1;1;Fences are used to enclose areas and prevent animals from going outside and predators from coming inside. Fence posts can be used as pillars or furniture elements.
BrickFenceBlock;红砖栅栏;物品;FenceBlockBehavior;115;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;brickfence;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;4;1;0;0;#;1;0;40;40;0;1;3;TRUE;TRUE;1;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;10;;TRUE;Quarry;8;1;0;;70;1;Fences are used to enclose areas and prevent animals from going outside and predators from coming inside. Fence posts can be used as pillars or furniture elements.
BasaltFenceBlock;玄武岩栅栏;物品;FenceBlockBehavior;116;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;brickfence;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;4;1;0;0;#;1;0;40;40;0;1;3;TRUE;TRUE;1;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;10;;TRUE;Quarry;8;1;0;;6;1;Fences are used to enclose areas and prevent animals from going outside and predators from coming inside. Fence posts can be used as pillars or furniture elements.
